name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Brooklyn Counseling (Resource) Center Clinic,Maimonides Geriatric Integrated Care at 57th Street,1250 57th Street,,BROOKLYN,11219,718-998-3235,,40.6311957053,-73.9978707843,,1,1,1,,1,,,,,,,,1,,,,,
"Staten Island Mental Health Society, Inc.",Day Treatment South,6581 Hylan Boulevard,,STATEN ISLAND,10309,718-984-4589,https://simhs.org/,40.5087701339,-74.2226190976,,1,1,1,,1,,,,,,,1,,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,11 Clove Lake Place,,STATEN ISLAND,10310,718-442-2225,https://simhs.org/,40.6281690794,-74.1169971127999,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,101 Warren Street,,STATEN ISLAND,10304,718-442-2225,https://simhs.org/,40.6203467711999,-74.0816427022,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,100 Tompkins Avenue,,STATEN ISLAND,10305,718-442-2225,https://simhs.org/,40.6224542108,-74.0785077083999,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,80 Monroe Avenue,,STATEN ISLAND,10301,718-442-2225,https://simhs.org/,40.6396992908,-74.0791405406999,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,80 Maple Parkway,,STATEN ISLAND,10303,718-442-2225,https://simhs.org/,40.6317892208,-74.156439383,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,140 Palma Drive,,STATEN ISLAND,10304,718-442-2225,https://simhs.org/,40.611507434,-74.0831770094,,1,1,1,,1,,,,,,1,1,1,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Flushing Clinic,147-26 25th Drive,,QUEENS,11354,718-358-8288,http://childcenterny.org/index.php,40.7752530578,-73.8193471274999,,,,1,,1,,,,,,1,,,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Flushing Clinic,154-60 17th Avenue,,QUEENS,11357,718-358-8288,http://childcenterny.org/index.php,40.7836498189,-73.8078377830999,,,,1,,1,,,,,,1,,,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - South Jamaica Clinic,1600 Central Avenue,,QUEENS,11691,718-659-4000,http://childcenterny.org/index.php,40.6051819253,-73.7519616623,,,,1,,1,,,,,,1,,,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Woodside Clinic,28-37 29th Street,,QUEENS,11102,718-458-4243,http://childcenterny.org/index.php,40.7689842939999,-73.9224278875,,,,1,,1,,,,,,1,,,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Woodside Clinic,14-14 29th Avenue,,QUEENS,11103,718-458-4243,http://childcenterny.org/index.php,40.7713353374999,-73.9290861827,,,,1,,1,,,,,,1,,,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Woodside Clinic,60-02 Roosevelt Avenue,,QUEENS,11377,718-458-4243,http://childcenterny.org/index.php,40.7454865906,-73.9042735281,,,,1,,1,,,,,,1,,,,,,,
The Family Center,Irene LeeKong Health and Wellness Institute at TFC,493 Nostrand Avenue,,BROOKLYN,11216,718-230-1379,http://www.thefamilycenter.org/,40.6805550559,-73.9495856829999,,1,,1,,1,,,,,,1,1,,,,,,
"The Floating Hospital, Inc.",Floating Hospital Clinic,10-29 41st Avenue,,QUEENS,11101,718-784-2240,http://www.thefloatinghospital.org/,40.7554493450999,-73.9452481871,1,1,1,1,,1,,,,,1,,,1,,,,,
Lifespire Inc,Lifespire Span Clinic Treatment Prog,18410 Jamaica Avenue,5th Floor,Hollis,11423,718-454-6940,,40.7089,-73.774585,,1,1,1,,1,,,,,,,1,1,1,1,,,
"Bleuler Psychotherapy Center, Inc.",Bleuler Psychotherapy Center,104-70 Queens Boulevard,,QUEENS,11375,718-275-6010,http://www.bleulerpsychotherapycenter.org/,40.7233695884999,-73.8482954387,,1,1,1,,1,,,,,,1,1,1,1,,,,
"Federation of Org. f/t NYS Ment.Disabled, Inc",Federation of Organizations ACT Program,105-01 101st Avenue,,QUEENS,11416,718-850-7099,http://fedoforg.org,40.6865427565,-73.8380271718999,1,1,,1,,,,,,,,,,,,,,,
Jewish Child Care Association of New York,Children's Services Expansion,858 East 29th Street,,BROOKLYN,11210,917-808-4800,http://www.jccany.org/,40.6298557068,-73.9484855402999,,1,,1,,,,,,,,1,1,1,,,,,
"NYSARC, Inc. New York City Chapter",Job Connection Center,57 Willoughby Street,4th Floor,BROOKLYN,11201,718-246-1507,http://www.nysarc.org/,40.6922168807,-73.9866648972,,1,,1,,,,,,,,,,1,1,,,,
Visiting Nurse Service of New York,Visiting Nurse Bronx ACT Program,349 E. 149th Street,,BRONX,10451,718-742-5155,http://www.vnsny.org/,40.8166695637,-73.9199589703,,1,,1,,,,,,,,1,1,,,,,,
Visiting Nurse Service of New York,VNS Children and Adolescent MH Clinic at FRIENDS,470 Jackson Avenue,Room 117,BRONX,10455,718-742-7000,http://www.vnsny.org/,40.8111616432999,-73.9098036958999,,1,,1,,1,,,,,,1,1,,,,,,
"Advanced Center for Psychotherapy, Inc.",Advanced Center for Psychotherapy Forest Hills,103-26 68th Road,,QUEENS,11375,718-261-3330,http://jamaicahospital.org/index.php/clinical-services/psychiatry/advanced-center-of-psychotherapy/,40.7253089279999,-73.8494671755999,1,1,1,1,,1,,,,,,1,1,1,1,,,,
"Fedcap Rehabilitation Services, Inc.",The Chelton Loft,104-106 East 126th Street,Suite 4D,NEW YORK,10035,212-727-4361,http://www.fedcap.org,40.8055179241,-73.9380657418,1,1,,1,,,,,,,,,,1,,,,,
Goddard-Riverside Community Center,Homeless Assertive Community Treatment,965 Columbus Avenue,,NEW YORK,10025,212-531-2727,http://www.goddard.org/,40.8001514426999,-73.9621908600999,,1,,1,,,,,,,,,,1,,,,,
AIDS Center of Queens County,Harm Reduction Program,161-21 Jamaica Avenue,,QUEENS,11432,917-670-5687,http://acqc.org/,40.70424899,-73.7979210416,1,1,,1,,,,,,1,,,1,1,,,,,
Community Health Action of Staten Island,Harm Reduction Program,56 Bay Street,,STATEN ISLAND,10301,718-808-1300,http://chasiny.org/,40.64062385,,,1,,1,,,1,,,1,1,,,1,1,,,,
BOOM!Health,Harm Reduction Program,226 East 144th Street,,BRONX,10451,718-295-BOOM,http://www.boomhealth.org/,40.8157893870999,,1,1,,1,1,,,,,1,,,1,1,1,,,,
Family Services Network of New York,Harm Reduction Program,1420 Bushwick Ave,,BROOKLYN,11207,718-455-6010Â ,http://fsnny1.org/,40.6843179477999,-73.9090558369999,,1,,1,,,,,,1,,,1,1,,,,,
Housing Works,Harm Reduction Program,130 Crosby St,,NEW YORK,10012,212-966-0466,http://www.housingworks.org/heal/behavioral-health/harm-reduction-center/,40.7247402922,-73.9962478974999,1,1,1,1,,1,1,,1,1,1,,1,1,,,1,,
Washington Heights Corner Project,Harm Reduction Program,566 West 181st Street,,NEW YORK,10033,212-923-7600,http://www.cornerproject.org/,40.8490270981,-73.9330552477999,1,1,1,1,1,,1,,,1,,,1,1,1,,,,
Bridge Inc,Clinical Treatment Programs,248 West 108th Street,,New York,10025,212-663-3000,,40.802448,-73.967013,,1,1,1,,1,,,,,,,1,1,1,,,,
Community Health Action of,Staten Island,56 Bay Street,6th Floor,Staten Island,10301,718-808-1439,http://www.chasiny.org,40.6407422975052,-74.0757511338628,1,,,1,,,,,,,1,1,,1,,,,,
Coalition for Hispanic Family Services,Bonding Links Enlazos Familiares CCR,63 Shaeffer Street,,Brooklyn,11207,718-443-5874,http://www.hispanicfamilyservicesny.org/,40.686338,-73.91145,,1,,1,,,,,,,,1,,,,,,,1
Cumberland Diagnostic/Treatment Center,Psychiatry Department,100 North Portland Avenue,,Brooklyn,11205,718-963-8332,,40.695075,-73.97656,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,
Upper Manhattan MH Center Inc,Adult Outpatient Clinic,1727 Amsterdam Avenue,,New York,10031,212-694-9200-426,http://bowencsc.org,40.825576,-73.947159,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Bleuler Psychotherapy Center Inc,,104-70 Queens Boulevard,,Forest Hills,11375,718-275-6010,,40.722963,-73.848364,,,1,1,,1,1,,,,,1,1,1,1,,,,
Jewish Board of Family/Childrens Servs,Bay Ridge Counseling Center,9435 Ridge Boulevard,,Brooklyn,11209,718-238-6444,,40.617715,-74.036577,,1,1,1,,1,1,,,1,,1,1,1,1,1,1,,
Interfaith Medical Center Inc,Behavioral Hlth Prog for Adults (BHP),1038 Broadway,,Brooklyn,11221,718-613-6210,http://www.interfaithmedical.com/checksite/index.php,40.695264,-73.932714,,1,1,1,,1,,,,,,,1,1,1,,,,
Narco Freedom Inc,Bridge Plaza Altern IV/OP DA Clinic,37-14 34th Street,,Long Island City,11101,718-786-1012,http://www.narcofreedom.com,40.753314,-73.929118,1,,,1,,,,,,,,,1,1,,,,,
Paul J Cooper Center for Human Servs,Drug Abuse Outpt Rehab Clinic,510 Gates Avenue,2nd Floor,Brooklyn,11216,718-346-5900x210,http://www.pauljcooper.org,40.686542,-73.945431,,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Saint Josephs Hospital Yonkers,Prospect Clinic,1480 Prospect Place,,Brooklyn,11213,718-953-2302,,40.672855,-73.927425,1,,,1,,,,,,1,,,1,1,,,,,
Saint Josephs Hosptial Yonkers,Queens Clinic,14720 Archer Avenue,,Jamaica,11435,718-291-1890,,40.700563,-73.80678,1,,,1,,,,,,,,,1,1,,,,,
Bridge Inc CD OP Rehab,,248 West 108th Street,,New York,10025,212-663-3000,http://www.thebridgeny.org,40.802542,-73.966921,1,,1,1,,,1,1,,1,1,,1,1,,1,1,,
Realization Center Inc/Licensed Outpt,Addictions Treatment Program,19 Union Square West,7th Floor,New York,10003,212-627-9600,http://www.realizationcenternyc.com,40.736119,-73.989441,1,,,1,,1,1,1,,,,1,,1,,,1,,
Samuel Field YM and YWHA,Comm Advisory Prog for the Elderly,5928 Little Neck Parkway,,Little Neck,11362,718-224-0566,http://www.sfy.org,40.76029,-73.723105,,1,1,1,,1,,,,,,,,1,1,1,,,
Institute for Community Living Inc,PROS,2384 Atlantic Avenue,,Brooklyn,11233,718-272-6074,http://iclinc.net,40.675724,-73.90581,,1,1,1,,,,,,,,,1,1,1,,,,
Institute for Community Living Inc,Bushwick ACT,2384 Atlantic Avenue,4th Floor,Brooklyn,11203,718-495-0920x2163,http://www.icl.net,40.675647,-73.905968,,,1,1,,1,,,,,,1,1,1,1,1,,,
Saint Lukes/Roosevelt Hospital Center,Addiction Institute of NY OTP,1000 10th Avenue,Suite 8C-02,New York,10019,212-523-6150,http://www.addictioninstituteny.org,40.769732,-73.98732,1,,1,1,,1,,,,1,,,1,1,,1,,1,
New York City Childrens Center,,7403 Commonwealth Boulevard,,Bellerose,11426,718-264-4500,https://www.omh.ny.gov/omhweb/facilities/nyccc/,40.741925,-73.725944,,1,1,1,,,,,,,,1,,,,,,1,
Kingsboro Psychiatric Center,Canarsie Mental Health Clinic,9801 Foster Avenue,,Brooklyn,11236,718-257-8384,,40.649208,-73.90483,,1,1,1,,1,,,,,,,1,1,1,1,,,
Interborough Developmental and,Consultation Ctr/Crown Heights Clinic,921 East New York Avenue,,Brooklyn,11203,718-778-0485,http://www.interborough.org,40.662654,-73.933181,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Saint Johns Episcopal Hospital,,327 Beach 19th Street,,Far Rockaway,11691,718-869-7248,http://www.ehs.org/,40.598001,-73.752973,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,
VIP Community Services,Mens Residential Drug Program,764 East 176th Steet,,Bronx,10460,718-542-8770,http://www.vipservices.org/,40.842547,-73.890347,1,,1,1,,1,1,1,,1,1,,1,1,,1,1,,1
Counseling Services of EDNY,,175 Remsen Street,Suite 900,Brooklyn,11201,718-858-6631,http://www.csedny.org,40.693496,-73.99137,1,,1,1,,1,,1,,,,1,,1,,1,1,,
Greenhope Services for Women Inc IR,,435-439 East 119th Street,1st-8th Floors,New York,10035,212-996-8633x1701,http://www.greenhope.org,40.797437,-73.932589,,,,1,,1,1,,1,1,1,,1,1,,1,,,1
Lower Eastside Service Center,Unit I,46 East Broadway,Ground Floor,New York,10002,212-343-3533,http://www.lesc.org,40.713885,-73.995887,1,,1,1,,,,,,,,,1,1,,,,,
Montefiore Medical Center (SATP),Subst Abuse Treatment Program Unit I,3550 Jerome Avenue,,Bronx,10467,718-920-4067,http://www.MONTEFIORE.ORG,40.884007,-73.879881,1,,,1,,1,,,1,1,,,1,1,,,,,
Montefiore Wakefield Division,,4401 Bronx Boulevard,,Bronx,10470,718-304-7048,http://www.montefiore.org,40.900594,-73.857643,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Gracie Square Hospital Inc,Inpatient Dual Focus,420 East 76th Street,,New York,10021,212-988-4400,http://www.nygsh.org,40.769782,-73.952854,,1,1,1,,1,,,,,,1,,1,,1,,1,
NYC/HHC Queens Hospital Center,Queens Hosp Ctr Child Adolescent OPD,82-68 164 Street,P315,Jamaica,11432,718-883-2700,,40.717246,-73.80347,,1,1,1,,1,,,,,,1,,,,,,,
Queens Cnty Neuropsychiatric Institute,Institute,3764 72nd Street,,Jackson Heights,11372,718-335-3434,,40.746828,-73.893911,,1,1,1,,,,,,,,1,1,1,1,,,,
Brookdale Hospital Medical Center,CMHC Adult Clinic,1 Brookdale Plaza,12th Floor,Brooklyn,11212,718-240-5644,,40.654277,-73.912414,,,1,1,,1,1,,,1,,,1,1,1,1,,,
New York Psychiatric Institute,,1051 Riverside Drive,,New York,10032,646-774-5000,,40.842406,-73.944125,,1,1,1,,,,,,,,1,1,1,1,,,1,
Lincoln Medical and MH Center,Lincoln Recovery Center,545 East 142nd Street,,Bronx,10454,718-579-4004,,40.810161,-73.915898,1,,1,1,,,,,,,,,1,1,,1,,,
Staten Island University Hospital,OTP,111 Water Street,,Staten Island,10304,(718) 448-3976,,40.627198,-74.077789,,,,1,,,,,,,,,1,1,,,,,
Odyssey House Inc,Manor Adults,219 East 121st Street,,New York,10035,212-987-5120,http://www.Odysseyhouseinc.org,40.800883,-73.936481,1,,,1,,,,,,,,,1,1,,,,,1
FEGS,Russian Clinic Program,938 Kings Highway,Floor 3,Brooklyn,11223,718-998-3235,http://www.fegs.org,40.607007,-73.962595,,1,1,1,,,,,,,,,1,1,1,1,,,
Child Center of NY Inc,South Jamaica Clinic,115-15 Sutphin Boulevard,,Jamaica,11434,718-659-4000,http://www.childcenterny.org/,40.684485,-73.79228,,1,,1,,1,,,,1,,1,1,1,,,,,
Postgraduate Center for MH Inc,PROS,1775 Grand Concourse Street,Floor 8,Bronx,10453,212-560-6757,http://www.pgcmh.org,40.851587,-73.915407,,1,1,1,,,,,,,,,1,1,1,,,,
Brooklyn Center for,Families in Crisis,1309-1311 Foster Avenue,,Brooklyn,11230,718-282-0010,,40.633668,-73.964444,,1,1,1,,1,,,,1,,1,1,1,1,1,,,
New York Therapeutic Communities Inc,NYC DOP/CD Outpatient Clinic,2071 Fulton Street,,Brooklyn,11233,347-770-8650-206,http://www.staynout.org,40.678556,-73.910118,1,,1,1,,,,,,,,1,1,1,,1,,,
El Regreso Foundation Inc,Julio Martinez Ambulatory Care,728 Driggs Avenue,,Brooklyn,11211,718-782-6802,,40.712859,-73.960607,1,,,1,,,,,,,,,1,1,,,,,
Vida Family Services Inc/Outpatient,Medically Supervised Trt Prog,127 East 105th Street,,New York,10029,212-289-1004-218,,40.7918465725134,-73.9474733510608,1,,,1,,,,,,,1,,1,1,,,,,
Anchor House Inc,,976 Park Place,,Brooklyn,11213,718-756-8673,,40.672888,-73.945254,1,,1,1,,1,1,,1,1,1,,1,1,,,,,1
Staten Island University Hospital,Outpt Methadone Treatment Program,567 East 105th Street,,Brooklyn,11236,718-307-3000,,40.650828,-73.898395,1,,,1,,1,,,,1,,,1,1,,,,,
Turning Point Brooklyn Inc OP,,5220 4th Avenue,1st Floor,Brooklyn,11220,718-360-8146,http://www.tpbk.org,40.645128,-74.014453,,,,1,,1,1,,,1,1,1,,1,,1,,,
Creedmoor Addiction Treatment Center,Addiction Inpatient Rehab Program,80-45 Winchester Boulevard,Building 19-CBU-15,Queens Village,11427,718-264-3740,http://www.oasas.ny.gov/atc/creedmoor/index.cfm,40.741499,-73.730402,1,,1,1,,1,,,,,,,1,1,,1,,,1
Bridge Back to Life Center Inc,,1688 Victory Boulevard,,Staten Island,10314,718-447-5700,http://www.bridgebacktolife.com,40.6132302955284,-74.1200927219545,1,,,1,,1,1,1,,1,1,1,1,1,,1,1,,
NYC/HHC Kings County Hospital Center,Kings County Hosp Child/Adol Clinic,410 Winthrop Street,Building R,Brooklyn,11203,718-245-2520-2516,,40.657316,-73.946568,,1,,1,,1,,,,,,1,,,,1,,,
NYC/HHC North Central Bronx Hospital,Partial Hospitalization Program,3424 Kossuth Avenue,11th Floor,Bronx,10467,718-519-2439,,40.880649,-73.881286,,1,1,1,,1,1,,,1,,,1,1,1,,,1,
Bronx/Lebanon Hospital Center,Outpatient 2,401 East 167th Street,2nd Floor,Bronx,10456,718-579-7385,http://www.bronxcare.org/,40.830711,-73.910307,,,1,1,,1,,,,,,,1,1,1,1,,,
Staten Island Mental Hlth Society Inc,,669 Castleton Avenue,,Staten Island,10301,718-442-2225,,40.635238,-74.103808,,1,1,1,,1,1,,,,,1,1,,,1,1,,
NY Psychiatric Institute,Wash Heights Comm Servs Audubon Clinic,513 West 166th Street,4th Floor,New York,10032,212-928-8300,http://nyspi.org/nyspi/patients-and-families/audubon-clinic,40.839285,-73.938641,,1,1,1,,1,,,,,,,1,1,1,1,,,
FEDCAP Rehabilitation Services Inc,FEDCAP Behavioral Health Servivces,1011 Washington Avenue,,Bronx,10456,718-585-4205,http://www.fedcap.org,40.826407,-73.909949,,1,1,1,,1,,,,,,,1,1,1,,,,
Childrens Aid Society,Bronx Health Services Center,910 East 172nd Street,3rd Floor,Bronx,10460,347-767-2200,http://www.childrenaidsociety.org,40.834045,-73.890046,,1,,1,,,1,,,1,,1,,,,1,,,
Creedmoor Psychiatric Center,Seaview Manor On Site Clinic,210 Beach 47th Street,,Far Rockaway,11691,718-471-4400,,40.593156,-73.777769,,1,1,1,,1,,,,,,,1,1,1,,,,
FEGS,South Bronx Counseling Center,412-424 East 147th Street,4th Floor,Bronx,10455,646-393-9680,http://fegs.org,40.814123,-73.917403,,1,1,1,,,1,,,,,1,1,1,1,1,,,
JBFCS,Dr Eugene D Glynn/Manhattan North Cnty,5030 Broadway,Suite 201,New York,10034,212-795-9888,,40.868961,-73.916703,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Henry Street Settlement,Community Consultation Center,40 Montgomery Street,,New York,10002,212-233-5032,http://www.henrystreet.org/,40.712823,-73.98504,,,1,1,,1,1,1,,,,1,1,1,1,1,1,,
VERTEX OP,,1080 East Gun Hill Road,,Bronx,10469,718-653-1117,,40.873809,-73.856139,1,,,1,,,,,,1,1,1,,1,,,,,
HHC/Metropolitan Hospital Center,Medically Managed Detoxification Unit,1900 2nd Avenue,Ward 6 South,New York,10029,646-672-3600,http://www.nychhc.org,40.785195,-73.946274,1,,1,1,,1,,,,,,,1,1,,1,,1,
Flushing Hospital and Medical Center,Chemical Dependency Unit,Parsons Boulevard and 45th Avenue,,Flushing,11355,718-670-4416,http://www.flushinghospital.org,40.755621,-73.815637,1,,1,1,,1,,,,,,,1,1,,1,,1,
Saint Vincents Services Inc,Outpatient Chemical Dependency Program,1310 Rockaway Parkway,1st Floor,Brooklyn,11236,718-257-3880,,40.647407,-73.905318,1,,1,1,,,,,,,,1,,1,,,,,
Beth Israel Medical Center,MMTP Cumberland Clinic,100 Flatbush Avenue,,Brooklyn,11217,718-237-9600,http://www.wehealny.org/services/psychiatry/index.asp,40.685723,-73.978826,1,,1,1,,1,,,,,,,1,1,,,,,
Montefiore Medical Center,Clinic 3 OTP,2058 Jerome Avenue,1st and 2nd Floors,Bronx,10453,917-564-8735 X106,http://www.montefiore.org,40.854165,-73.907037,1,,1,1,,1,,,,1,,,1,1,,1,,,
Bronx/Lebanon Hospital Center,Adult Outpatient Clinic,1276 Fulton Avenue,,Bronx,10456,718-579-7389,http://www.bronxcare.org/,40.831379,-73.903097,,,1,1,,1,1,,,,,,1,1,1,1,,,
Pibly Residential Programs Inc,Pibly Supp HsgBronx NY/NY II ComServs,2415 Westchester Avenue,,Bronx,10461,718-863-4100-27,http://www.pibly.org,40.837525,-73.846037,,1,,1,,,,,,,,,1,1,1,,,,
SUS Mental Health Programs Inc,SUS Beach 85th Street CR/SRO,318 Beach 85 Street,,Far Rockaway,11693,212-633-6900,http://www.sus.org,40.589917,-73.810885,,1,1,1,,,,,,,,,1,1,,1,,,1
Bridge Inc,Old Broadway House,551 West 125th Street,,New York,10027,212-663-0211,,40.815014,-73.957313,,1,,1,,,,,,,,,1,1,1,,,,1
Service Program for Older People Inc,,302 West 91st Street,,New York,10024,212-787-7120,http://spop.org,40.792151,-73.976074,,1,1,1,,1,,1,,,,,,1,1,1,1,,
Exponents Inc,Outpatient Drug Abuse Clinic,2 Washington Street,4th Floor,New York,10004,212-243-3434-102,http://www.exponents.org,40.70566,-74.015563,1,,,1,,,1,1,,1,1,,1,1,,,1,,
Staten Island Mental Hlth Society,SI Childrens CMHC South Shore Clinic,3974 Amboy Road,,Staten Island,10308,718-984-5050,http://SIMHS.ORG,40.550562,-74.15007,,,1,1,,1,1,,,,,1,1,,,1,1,,
Jewish Board of Family/Childrens Srevs,Coney Island Counseling Center,2928 West 36th Street,2nd Floor,Brooklyn,11224,718-372-3300x207,,40.57427,-74.001663,,1,1,1,,1,1,,,,,1,1,1,1,,,,
Richmond Medical Ctr DBA Richmond UMC,West Brighton Clinic,690 Castleton Avenue,,Staten Island,10310,718-876-4040,http://www.rumcsi.org,40.63449,-74.105791,,1,1,1,,1,,,,,,,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Harry Blumenfeld Counseling/Pelham,750 Astor Avenue,,Bronx,10467,718-882-5000-220,,40.859307,-73.865273,,1,1,1,,1,1,,,1,,1,1,1,1,,,,
Institute for Family Health,Center for Counseling at North General,1879 Madison Avenue,,New York,10035,212-423-4200,http://www.institute2000.org,40.80326,-73.941698,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Samaritan Village Inc,Residential Drug Free Program,8883 Van Wyck Expressway,,Jamaica,11435,718-657-8010,http://www.samaritanvillage.org,40.705778,-73.817873,1,,1,1,,1,,,,1,,,1,1,,1,,,1
Harlem East Life Plan (HELP),Alcoholism Outpatient Clinic,2367-69 2nd Avenue,1st and 3rd Floors,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com,40.800532,-73.935394,1,,,1,,,,,1,,1,1,1,1,,,,,
VIP Community Services,Womens Residence,716 Fairmount Place,,Bronx,10457,718-731-3500,http://www.vipservices.org/,40.843995,-73.891339,1,,1,1,,1,,1,,1,1,,1,1,,1,1,,1
Project Renewal,CD/OP Crisis 50 Med Super,8 East 3rd Street,,New York,10003,212-533-8400,,40.725833,-73.991007,1,,,1,,1,,,,,,,1,1,,1,,,1
Saint Lukes/Roosevelt Hospital Center,The Addiction Institute of NY/OP,411 West 114th Street,4th Floor,New York,10025,212-280-0107,http://www.AddictionInstituteNY.org,40.8053,-73.960917,1,,1,1,,1,,,,,,,1,1,,,,,
Beth Israel Medical Center,MMTP Clinic,26 Avenue A,,New York,10009,212-420-2078,http://www.wehealny.org/services/psychiatry/index.asp,40.723128,-73.985332,1,,,1,,,,,,,,,1,1,,,,,
Odyssey House Inc,Lafayette Program,1264 Lafayette Avenue,,Bronx,10459,718-378-8671,http://www.OdysseyHouseinc.org,40.816356,-73.888475,1,,,1,,,,,,,,,1,1,,,,,1
The PAC Program of the Bronx Inc OP,,1215-1217 Stratford Avenue,,Bronx,10472,718-328-2605,http://www.thepacprogram.com,40.829759,-73.875872,1,,1,1,,1,1,1,1,1,1,1,,1,,1,1,,
Riverdale Mental Health Assoc (RMHA),Community Residence,642 West 232nd Street,,Bronx,10463,718-884-2900,http://rmha.org/parachute,40.884509,-73.914328,,1,1,1,,1,1,,,,,,1,1,,1,,,1
North Central Bronx Hospital,Psychiatric Outpatient Department,3424 Kossuth Avenue,,Bronx,10467,718-918-5000,,40.880814,-73.881404,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,
TRI Center Inc,Drug Abuse Treatment,175 Remsen Street,,Brooklyn,11201,718-858-4050,http://www.tricenter.com,40.6932937729792,-73.991596373099,1,,,1,,1,1,,,,1,,1,1,,1,,,
Maimonides Medical Center,Behavioral Health Services,920 48th Street,,Brooklyn,11219,718-283-6000,http://www.maimonidesmed.org,40.640394,-73.999632,,1,1,1,,1,,,,,,1,1,1,1,1,,1,
Montefiore Medical Center,Montefiore Wakefield MH Clinic,4401 Bronx Boulevard,,Bronx,10466,718-304-7000,http://www.montefiore.org,40.900594,-73.857643,,1,1,1,,1,,,,,,,1,1,1,1,,,
Fortune Society Inc,The Better Living Center,29-76 Northern Boulevard,2nd Floor,Long Island City,11101,212-691-7554,http://www.fortunesociety.org,40.750418,-73.93507,,,1,1,,1,,,,,,,1,1,1,1,,,
New York Presbyterian Hospital,School Based Mental Health Program,3959 Broadway,6th Floor North,New York,10032,212-305-6009,,40.839707,-73.941253,,1,1,1,,1,1,,,,,1,1,,,1,1,,
Saint Barnabas Hosp/Fordham Tremont,CMHC Clinical Recovery Division,260 East 188th Street,,Bronx,10458,718-960-3190,http://www.fordhamtremont.org,40.860773,-73.895808,,,1,1,,1,,,,,,1,1,1,1,,,,
Flushing Hospital Medical Center,Psychiatric Inpatient Unit,45th Avenue at Parsons Boulevard,Unit 3 North 1,Flushing,11355,718-670-5000,http://FlushingHospital.org,40.755621,-73.815637,,1,1,1,,1,,,,,,,1,1,1,1,,1,
AAA Health Inc,Chemical Dependency Outpatient Program,1090 Coney Island Avenue,2nd Floor,Brooklyn,11230,(718) 421-2101,,40.630992,-73.966579,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,
AHRC Healthcare Inc,Outpatient Chemical Dependency Program,83 Maiden Lane,6th Floor,New York,10038,(212) 780-2570,http://www.accesschc.org,40.707546,-74.007344,1,,1,1,,1,,,,,,1,,1,,1,,,
Kings County Hospital Center,Chemical Dependency/CTOPS,451 Clarkson Avenue,R Building 2nd Floor,Brooklyn,11203,718-245-4879,http://www.nyc.gov/html/hhc/kchc/html/about/info.shtml,40.656583,-73.944705,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Child Center of NY,Jamaica Family Ctr Subst Abuse Program,89-56 162nd Street,3rd Floor,Jamaica,11432,718-297-8000,http://www.childcenterny.org,40.705064,-73.798413,1,,,1,,1,,,,,,1,,1,,1,,,
New York Presbyterian Hospital,,635 West 165th Street,,New York,10032,212-342-4700,,40.840341,-73.942551,,1,1,1,,1,1,,,1,,,1,1,1,,,,
August Aichhorn Center,Adolecent Residential Care Inc,23 West 106th Street,,New York,10025,212-316-9353,http://www.aichhorn.org,40.798783,-73.961044,,1,,1,,,,,,,,1,,,,,,1,1
